"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"
"128"	0	19	1	0	37	3	5	28	32	1	119	1	38	7	0	200	2	37	10	53	5	0	0	43	18	11	93	0	0	51	13	20	0	55	0	3	49	1	0	27	39	133	41	24	5	0	0	0	39	0
"129"	0	154	0	0	9	0	2	8	80	0	109	0	10	0	0	96	1	1	0	39	15	0	2	82	17	11	45	0	4	48	6	0	5	100	0	25	47	4	2	44	9	78	59	31	30	0	0	1	29	4
"130"	0	29	8	0	0	7	2	13	80	0	72	0	29	7	3	123	0	4	0	81	32	4	7	18	4	10	161	0	20	29	48	22	0	36	0	0	41	18	28	88	25	104	64	42	0	6	1	2	3	4
"131"	64	279	0	17	7	1	5	5	173	0	126	2	24	0	0	184	3	1	4	68	0	0	11	33	5	16	214	0	0	24	24	26	3	82	0	9	93	15	2	83	11	133	56	8	7	2	9	0	6	31
"132"	0	9	2	0	1	11	0	50	61	0	97	5	21	0	0	78	0	9	1	63	3	4	7	22	49	60	141	1	0	4	31	2	0	38	0	11	34	8	6	32	2	87	108	57	2	8	0	4	11	0
"133"	0	44	3	0	2	1	25	45	90	0	259	2	29	0	0	188	0	52	1	60	12	0	4	9	24	31	92	0	0	31	3	101	28	54	10	45	27	0	21	59	23	203	59	17	23	2	1	16	33	0
"134"	5	116	2	0	11	0	12	34	23	0	88	0	14	3	19	140	0	7	5	56	9	1	0	17	16	14	44	0	0	11	0	3	2	31	5	20	58	14	7	58	10	66	69	49	16	2	1	0	13	1
"135"	18	6	25	0	18	24	3	4	59	2	101	0	28	0	3	98	22	3	2	65	86	8	18	15	9	27	135	0	0	31	17	23	14	37	0	5	56	11	36	33	13	76	81	9	0	0	2	0	8	0
"136"	2	112	0	0	22	0	0	70	109	0	199	10	1	2	0	196	0	6	0	167	1	0	21	51	22	10	275	0	0	50	3	22	1	108	1	5	63	30	3	35	22	154	41	107	1	6	0	4	7	5
"137"	14	56	0	33	7	28	16	27	35	5	162	0	7	2	1	216	0	6	4	102	3	4	5	30	14	37	177	0	1	35	17	56	1	38	7	2	73	13	24	60	11	96	66	10	0	0	0	0	66	9
"138"	14	68	6	0	8	1	5	18	67	0	217	2	5	0	9	287	24	4	0	123	5	0	1	24	6	47	121	0	0	8	2	13	17	56	1	0	182	10	33	22	18	118	68	15	11	19	0	0	35	1
"139"	0	107	0	8	4	1	10	11	74	0	138	52	1	0	14	145	0	5	2	170	31	1	0	107	10	63	197	0	0	13	11	12	20	27	0	2	93	3	1	39	18	122	90	97	0	0	3	0	53	14
"140"	1	65	26	0	63	1	10	6	48	0	109	2	64	0	0	116	0	9	1	86	4	11	4	47	1	53	130	0	0	1	19	0	21	115	11	1	32	7	2	127	42	153	39	67	39	43	4	2	79	2
"141"	0	63	0	0	1	1	11	6	100	1	113	8	21	23	0	101	0	16	0	59	4	17	33	41	47	7	93	0	0	53	36	4	0	101	0	24	78	0	12	73	6	133	65	14	1	0	2	13	10	5
"142"	24	57	1	0	2	11	0	51	108	0	277	0	67	27	0	142	4	6	0	116	2	0	16	22	18	17	169	0	0	10	35	11	0	85	0	2	102	2	2	80	48	70	32	28	12	0	0	3	52	1
"143"	0	46	9	0	19	3	20	20	110	1	116	3	41	11	1	245	0	19	0	106	0	3	22	7	29	22	94	0	0	4	1	34	4	69	0	2	40	4	8	63	31	121	66	13	3	2	2	0	20	7
"144"	0	96	0	8	1	21	2	10	75	0	80	4	13	1	0	217	0	21	23	44	0	15	3	58	13	14	75	0	0	1	7	10	8	30	6	18	49	5	9	27	6	51	57	19	0	0	8	6	25	8
"145"	72	125	64	0	32	10	0	11	221	7	109	0	65	12	1	130	0	0	0	96	10	0	1	80	11	6	144	0	4	36	10	5	14	85	7	85	78	2	12	31	75	148	40	28	2	0	0	1	54	0
"146"	53	559	0	14	21	0	0	11	90	0	61	0	14	0	0	114	0	2	0	25	7	0	13	38	0	19	69	0	0	16	4	33	0	12	0	15	55	0	23	13	12	78	45	41	0	4	0	3	14	0
"147"	0	51	9	0	2	3	3	16	81	0	178	3	16	0	0	223	0	2	0	55	1	6	14	24	0	63	148	0	0	19	22	30	8	48	0	2	95	10	3	37	39	128	20	32	0	1	6	0	38	23
"148"	7	420	0	39	0	6	3	0	42	0	80	0	9	8	0	115	0	14	0	57	0	4	19	66	12	8	169	0	1	11	4	3	0	44	2	57	170	7	3	7	41	184	37	34	11	16	5	0	13	0
"149"	1	65	7	5	0	0	52	8	97	1	49	0	29	0	0	70	0	1	0	135	4	1	8	9	35	28	59	0	1	31	15	1	0	101	13	6	78	11	0	68	16	89	14	41	6	14	0	0	18	52
"150"	0	42	4	0	7	31	28	57	75	14	192	0	35	3	0	140	4	41	4	107	18	9	2	85	8	2	177	0	1	72	72	4	0	79	18	4	88	48	1	77	24	147	149	63	18	4	0	4	27	1
"151"	0	196	0	5	10	2	20	21	123	0	121	0	9	0	2	105	0	7	0	110	0	2	17	37	13	68	121	0	0	22	7	9	3	65	0	19	71	8	26	87	25	90	55	43	6	0	2	1	0	7
"152"	0	159	0	0	0	4	19	9	151	0	97	0	1	0	0	124	1	11	1	97	2	86	9	11	28	116	216	0	4	20	12	10	0	80	1	0	155	2	8	81	16	177	82	15	34	0	0	1	23	32
"153"	0	58	0	2	9	0	37	44	36	0	57	0	11	2	0	126	0	22	22	88	1	0	6	24	37	13	75	0	0	17	45	0	1	66	3	9	51	13	9	26	18	75	54	2	8	0	0	0	16	0
"154"	0	37	0	0	10	0	3	24	107	8	93	1	16	0	1	116	0	7	0	75	2	3	0	30	7	29	139	10	1	23	1	5	0	75	21	2	99	4	25	46	48	189	52	41	17	26	1	0	11	12
"155"	0	96	106	8	1	19	2	15	173	15	140	0	28	1	0	113	0	1	0	71	1	3	34	10	68	42	167	24	0	79	25	5	0	92	43	14	48	15	9	62	68	68	58	31	24	14	4	0	37	38
"156"	1	18	0	0	10	1	0	23	59	0	103	0	68	0	1	127	0	0	30	47	1	0	7	6	6	6	63	1	0	13	11	0	0	78	6	6	111	50	30	19	30	21	50	38	12	0	1	0	6	0
"157"	0	22	0	2	0	91	9	16	42	0	133	0	0	2	4	193	13	1	0	86	1	0	14	11	0	24	78	0	0	12	18	0	0	41	4	2	68	2	2	80	7	116	71	8	2	3	8	43	1	0
"158"	13	21	19	0	22	0	49	44	143	9	174	0	19	0	0	133	0	12	0	68	63	7	7	91	96	9	148	2	0	8	17	3	3	79	3	0	72	25	23	31	52	127	69	18	90	16	0	0	11	11
"159"	16	66	0	0	42	15	1	18	50	0	124	3	16	0	0	131	0	7	5	103	6	0	12	25	34	27	133	0	1	20	22	5	0	102	2	3	53	0	10	43	23	58	70	32	0	0	0	0	7	10
"160"	0	10	32	0	14	1	14	2	143	0	86	0	8	2	1	300	0	10	0	82	0	16	33	38	4	65	85	0	0	41	7	16	1	94	0	2	57	30	7	22	15	108	48	31	3	0	1	0	17	2
"161"	0	40	0	3	4	42	2	5	162	5	115	2	48	0	0	160	1	5	4	48	0	16	3	6	18	1	143	0	9	7	8	1	0	94	0	14	88	0	16	128	30	191	75	42	5	21	9	0	28	8
"162"	0	305	0	46	1	0	3	51	89	0	71	0	9	0	0	123	0	4	0	66	0	0	1	47	7	11	134	0	2	6	3	6	0	61	2	19	77	0	1	16	10	172	40	14	0	9	5	0	3	59
"163"	4	60	0	0	1	0	17	10	64	0	130	4	115	0	0	146	0	0	0	127	2	0	16	66	37	38	204	0	1	47	4	0	0	85	3	6	73	18	6	55	12	118	80	30	0	0	0	16	51	14
"164"	0	70	0	0	8	5	13	1	93	0	36	0	6	0	0	136	0	16	10	99	0	12	7	61	10	13	85	0	0	0	2	0	0	43	0	0	68	5	7	41	4	148	54	15	2	0	0	0	4	14
"165"	0	6	123	0	73	2	32	54	149	1	78	5	4	7	0	187	0	15	2	104	0	1	4	108	81	0	86	0	1	26	14	11	8	179	4	5	199	19	16	28	5	150	51	14	0	4	0	3	27	17
"166"	1	46	0	1	4	1	33	38	84	0	104	15	10	0	5	190	0	1	0	177	14	1	0	71	1	25	157	0	0	73	8	3	9	59	0	7	142	10	1	81	9	139	54	54	4	1	39	0	3	82
"167"	0	77	0	0	0	0	13	13	105	0	65	0	2	1	0	237	0	2	6	62	1	0	11	44	0	39	84	2	0	9	0	22	8	37	0	1	67	6	11	16	13	119	15	16	0	0	0	9	22	33
"168"	8	198	5	0	8	22	2	27	128	0	122	12	23	0	24	174	33	11	18	98	0	3	6	19	0	50	94	7	0	7	17	1	0	61	0	2	71	5	7	21	2	134	52	138	19	0	0	3	19	9
"169"	0	60	75	0	0	29	0	8	53	6	167	27	16	4	0	88	0	5	3	196	76	18	3	25	39	101	152	0	3	51	3	47	0	101	3	5	70	24	14	72	106	190	53	50	1	7	0	0	2	16
"170"	0	5	72	0	14	0	5	70	186	1	71	3	3	26	0	230	2	3	0	58	38	0	9	6	23	90	161	22	1	2	30	2	1	81	2	28	106	0	32	32	22	111	111	25	0	26	4	0	28	31
"171"	0	189	0	0	43	13	13	16	128	3	128	0	0	2	0	242	4	11	2	149	35	1	4	8	0	66	228	0	0	103	2	4	1	58	25	3	109	8	9	72	40	77	74	12	0	0	4	0	2	3
"172"	1	122	0	283	0	31	2	3	57	0	130	0	3	4	0	92	0	0	2	85	0	1	15	59	18	13	77	0	0	16	8	26	0	55	3	2	38	3	0	84	14	73	19	29	2	5	21	2	55	53
"173"	2	48	21	1	58	0	9	4	83	2	93	0	55	0	0	172	0	24	1	79	8	0	17	19	19	14	248	0	0	54	34	3	0	149	3	19	76	14	13	34	8	197	102	11	6	1	3	0	78	3
"174"	0	28	0	15	0	10	16	4	48	2	139	1	5	15	7	90	0	0	3	69	3	13	7	25	3	26	95	0	0	48	0	5	14	205	2	3	145	15	9	37	2	201	55	7	3	0	0	0	45	12
"175"	0	47	63	2	0	48	1	0	51	3	262	1	2	0	0	271	0	6	0	83	0	19	17	30	52	28	108	0	13	25	23	35	20	98	7	8	172	3	3	56	21	84	79	15	1	1	28	0	23	16
"176"	0	56	0	0	2	2	1	31	55	7	75	20	31	0	0	121	2	7	0	92	1	5	3	14	3	33	45	4	0	27	6	11	3	90	0	32	54	6	3	48	53	114	56	17	20	0	1	0	23	3
"177"	0	85	0	15	0	0	12	30	28	0	99	5	15	7	0	68	0	9	0	55	39	10	24	62	2	67	94	0	0	28	16	2	0	49	8	2	41	5	5	47	36	99	20	22	13	0	2	2	4	2
"178"	12	134	0	4	6	4	1	52	66	14	31	0	14	28	4	80	1	8	5	44	13	0	12	16	37	6	117	9	0	5	6	2	2	38	3	19	97	1	20	28	32	166	73	5	1	4	1	3	21	7
"179"	0	18	0	0	75	1	0	77	122	0	111	1	31	0	8	124	0	1	0	102	0	2	1	123	21	21	176	0	0	12	9	5	0	99	6	5	44	15	14	32	63	112	36	43	5	0	0	0	14	20
"180"	0	18	15	0	1	22	3	82	110	0	113	0	41	4	1	130	0	1	15	144	11	9	32	15	2	61	150	4	4	14	2	4	0	77	0	10	51	29	0	15	25	95	11	3	0	3	0	0	15	27
"181"	3	77	0	0	6	25	0	33	68	19	158	0	19	0	0	88	0	1	0	67	3	1	5	42	5	17	135	1	4	17	4	8	0	18	2	1	54	1	11	54	19	92	27	32	2	1	13	0	20	1
"182"	2	29	0	3	0	0	54	110	80	9	92	0	3	0	12	223	2	7	1	93	4	2	15	42	5	4	170	27	0	57	2	3	0	65	2	25	49	1	9	57	18	171	88	14	12	0	43	0	22	7
"183"	0	80	158	0	67	5	22	26	77	3	111	0	26	0	0	50	1	2	0	90	1	0	3	15	14	29	87	0	6	22	37	4	32	87	4	29	60	6	37	50	19	167	2	5	3	2	7	0	12	15
"184"	4	119	0	0	19	3	53	28	208	0	87	5	19	0	0	201	0	3	0	128	9	0	35	41	39	6	162	1	3	13	85	10	0	67	11	15	36	14	16	32	24	202	64	12	35	0	0	0	39	1
"185"	19	143	1	0	5	23	1	35	216	11	139	0	49	0	0	148	0	39	41	129	0	1	43	50	22	18	155	1	1	18	1	32	0	68	0	1	151	2	2	24	19	132	29	38	2	0	0	0	45	57
"186"	0	50	0	0	50	0	2	26	118	0	120	4	25	7	0	90	0	0	4	91	7	0	7	43	22	28	117	0	0	11	2	4	0	88	10	2	104	5	29	51	2	97	34	16	5	0	19	1	54	0
"187"	3	53	0	3	0	2	32	15	127	2	109	12	27	0	0	138	0	20	1	53	13	0	6	2	7	2	120	0	1	11	13	4	0	67	0	5	72	14	15	56	15	32	50	21	0	0	0	0	36	10
"188"	12	155	1	0	5	1	4	24	84	0	157	8	28	3	0	254	2	8	2	86	10	0	0	1	35	21	100	0	0	48	30	13	0	44	0	0	93	17	4	28	3	162	36	25	47	0	0	0	21	16
"189"	0	29	2	0	1	0	24	5	103	1	161	0	28	0	5	206	2	15	7	111	1	0	23	3	61	31	228	0	0	46	3	25	3	164	0	20	97	6	16	135	63	171	55	25	0	6	4	0	7	7
"190"	10	368	0	30	4	0	0	32	138	4	58	0	45	0	0	90	0	49	2	91	0	0	8	89	1	14	108	0	7	44	0	1	11	68	0	31	73	3	18	45	23	76	84	26	1	0	0	0	69	1
"191"	0	50	58	0	38	5	1	21	170	11	203	0	9	0	2	148	6	9	13	65	6	1	6	15	0	16	123	0	0	16	68	7	8	157	3	48	146	9	14	40	46	205	102	32	3	4	0	7	23	24
"192"	6	47	20	0	38	4	4	12	54	0	60	1	20	0	1	122	0	3	7	46	16	4	3	8	2	21	70	0	0	38	6	0	0	65	3	31	75	1	0	55	24	50	88	11	2	3	5	7	10	3
"193"	0	28	23	0	21	0	0	29	81	1	72	0	8	0	0	136	0	10	0	26	5	0	5	23	24	14	71	0	0	60	1	8	0	71	16	17	60	23	6	31	44	76	24	9	1	0	1	0	17	4
"194"	0	63	0	22	7	15	10	11	37	0	115	0	13	0	0	113	8	13	0	26	4	11	8	44	21	9	33	11	1	14	1	0	0	53	0	1	74	8	11	48	26	90	67	16	0	1	1	1	1	6
"195"	27	147	0	0	31	3	3	9	72	6	56	1	0	15	0	118	0	13	0	12	0	8	20	51	39	5	106	0	0	45	13	42	28	63	10	6	19	5	4	15	7	99	67	0	0	0	1	0	10	4
"196"	11	89	0	0	41	7	24	5	109	0	112	0	18	0	0	261	9	27	1	126	1	0	87	21	3	32	165	0	0	43	14	1	4	31	12	10	49	0	24	79	25	106	29	53	0	0	0	0	9	4
"197"	0	7	63	0	84	6	3	15	103	0	80	0	25	6	0	251	1	5	0	41	2	0	8	103	54	50	245	0	1	111	24	5	27	64	0	2	87	12	13	77	37	150	67	16	0	0	25	0	19	10
"198"	2	150	0	22	0	0	1	20	108	18	181	5	83	3	2	199	0	9	0	68	16	0	1	9	1	36	173	24	6	56	29	2	0	148	1	1	42	4	0	14	28	227	165	43	1	0	4	0	0	2
"199"	0	4	195	0	85	0	0	6	54	0	32	0	5	0	0	130	0	3	3	91	1	0	29	11	11	16	109	0	0	9	25	19	2	86	1	6	16	7	4	35	25	49	14	26	0	0	1	0	7	16
"200"	6	9	0	0	8	0	15	0	74	0	83	0	42	46	0	82	3	5	11	68	4	0	2	23	17	0	154	5	1	44	2	27	0	52	2	8	95	24	9	67	43	129	30	19	28	0	3	0	42	4
