"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"
"40"	0	0	0	73	30	6	4	29	0	16	0	0	2	2	19	59	7	25	0	0	33	105	19	0	0	14	0	7	45	3	0	0	0	19	0	0	20	18	0	16	51	0	0	4	30	0	0	1	0	0	1	8	39	1	0	4	2	8	0	0	7	15	0	36	68	0	4	4	38	31	38	0	7	14	18	7	24	0	1	0	27	0	0	21	5	0	0	9	1	0	4	23	0	10	13	58	0	0	0	0	0	1	0	2	0	0	59	0	0	16	0	0	6	5	10	1	4	21	0	0	3	0	29	0	0	17	0	1	0	3	15	10	31	1	0	0	2	0	15	0	1	3	37	25	5	29	0	26	4	5
"41"	0	5	0	83	16	6	8	0	16	5	3	0	1	0	12	0	2	2	0	5	26	8	2	3	0	6	0	9	28	0	0	0	0	0	0	0	1	0	0	1	21	1	6	5	15	6	0	14	2	0	0	1	16	54	3	0	0	0	0	0	0	24	0	16	49	0	1	1	8	30	25	0	22	11	27	7	25	22	0	0	3	0	0	29	0	20	0	6	4	5	4	17	22	11	0	5	0	3	0	1	0	0	1	5	3	0	15	0	2	28	0	0	6	26	9	0	9	25	2	0	4	0	2	0	2	37	6	0	0	0	3	10	0	3	0	9	0	7	6	7	23	0	6	3	9	24	0	14	13	0
"42"	0	0	4	13	2	0	39	0	0	9	0	0	33	1	79	4	22	2	0	0	9	36	2	0	0	8	0	51	13	0	0	34	0	18	1	0	11	0	1	9	47	0	0	4	12	1	0	14	5	1	0	21	26	12	1	0	5	1	0	0	3	14	2	3	120	0	8	0	42	11	50	16	67	26	7	20	17	0	0	0	1	0	0	42	0	10	0	23	4	9	25	78	6	22	3	2	1	3	0	2	0	8	0	0	0	6	40	1	0	37	16	0	2	5	0	5	0	13	0	0	16	0	0	4	0	52	0	0	0	0	19	33	0	4	0	6	0	9	7	22	1	0	48	3	0	10	0	7	16	13
"43"	1	0	0	195	21	18	2	0	0	1	0	0	29	0	12	29	1	0	0	1	13	6	19	0	0	0	0	12	5	2	0	0	0	11	0	1	9	0	0	3	21	2	0	2	3	0	0	0	15	0	0	3	26	4	7	1	0	0	0	0	16	34	0	0	18	0	4	2	10	40	27	16	0	50	18	6	7	2	0	0	3	2	0	39	0	0	0	6	1	0	0	1	0	8	0	13	4	6	0	0	0	2	0	0	0	0	18	0	0	15	0	0	22	0	7	5	0	18	0	1	6	0	0	1	6	22	0	6	0	0	20	15	5	0	0	24	0	14	11	0	3	0	20	2	7	22	0	11	5	6
"44"	0	7	0	37	67	0	25	0	0	0	0	0	116	0	9	10	10	11	0	0	3	11	5	9	10	1	0	27	19	0	0	25	21	8	1	0	79	1	0	10	77	0	0	2	4	0	0	1	28	0	0	6	77	0	0	2	15	1	0	0	31	37	0	12	19	0	2	26	27	7	19	1	3	4	30	49	2	0	0	34	36	0	0	79	0	29	0	9	1	14	0	11	16	0	0	17	0	6	0	0	0	2	0	0	0	0	52	12	0	23	0	0	7	9	0	19	2	3	0	0	79	0	3	0	0	79	0	10	0	0	62	21	13	2	0	3	14	0	0	4	11	0	19	7	4	51	0	46	8	1
"45"	0	0	2	0	40	0	0	0	1	20	0	0	8	0	40	6	3	6	0	1	30	55	15	33	0	18	0	34	36	0	0	0	0	18	0	0	21	5	0	7	49	3	2	24	54	0	0	3	5	3	0	11	32	2	0	1	0	0	0	0	3	9	6	1	8	0	4	0	23	70	2	0	12	6	34	13	21	9	0	0	5	0	0	78	0	22	0	17	12	6	0	53	0	4	0	9	0	0	0	20	0	4	0	0	0	4	15	0	0	34	0	0	24	3	0	20	6	8	2	0	7	0	0	0	8	16	0	2	0	0	14	0	0	3	0	8	0	14	18	34	4	0	41	12	0	1	1	17	15	1
"46"	1	38	0	501	1	0	0	1	0	23	0	0	10	0	46	4	0	3	0	0	31	29	2	0	0	1	0	7	13	0	0	0	0	28	0	0	5	9	2	0	56	0	0	27	27	1	0	2	8	0	0	2	21	23	0	8	1	0	0	0	9	28	0	1	16	0	3	0	5	4	4	2	20	2	7	11	17	0	0	0	6	0	0	44	1	11	0	0	0	3	0	17	1	0	0	32	9	1	29	0	5	0	0	0	0	0	25	0	0	48	0	0	8	0	0	1	3	8	9	0	6	9	2	1	0	19	0	0	0	7	29	0	11	4	0	10	0	5	17	16	4	0	43	5	0	17	0	2	2	14
"47"	0	0	0	1	30	0	17	1	0	39	0	0	5	17	44	21	1	6	0	2	22	5	29	5	0	18	0	12	52	0	0	0	0	18	0	0	15	0	0	7	51	0	0	10	2	0	0	0	15	0	0	2	20	0	0	0	0	4	5	2	9	1	0	8	54	0	0	0	34	32	43	1	6	12	48	14	5	0	0	0	24	0	0	15	0	12	0	0	0	1	0	13	7	5	0	3	0	11	0	31	1	0	0	0	0	0	20	0	0	12	2	0	12	17	7	4	6	35	0	0	11	0	0	0	0	18	0	0	0	1	18	21	15	8	0	1	0	9	3	1	22	0	58	18	7	25	0	9	4	60
"48"	0	0	0	368	57	0	5	2	0	21	0	0	11	0	22	0	12	2	0	6	25	31	2	0	0	7	0	41	9	0	3	0	0	12	0	0	40	0	0	8	34	20	0	0	23	0	4	11	1	0	0	8	47	0	0	3	11	0	0	0	1	13	0	4	47	0	0	0	19	10	3	0	1	2	0	10	30	0	0	0	0	0	1	37	0	14	0	26	0	0	0	6	0	1	0	19	26	0	0	0	0	0	0	0	0	22	4	0	0	9	0	0	20	2	5	4	0	6	0	0	2	0	4	2	0	19	0	1	0	0	2	0	0	0	0	12	0	0	6	0	9	0	62	0	3	2	0	18	1	2
"49"	0	0	4	9	58	0	2	0	0	9	0	20	35	22	77	38	3	17	0	0	15	45	9	0	1	6	0	35	16	0	0	0	0	13	0	0	18	0	23	15	35	23	0	0	12	0	0	9	0	24	0	15	34	4	0	5	5	8	0	0	38	63	0	20	31	0	0	0	36	19	8	4	27	28	18	74	21	0	0	0	2	0	1	90	0	18	1	5	13	2	0	13	9	0	0	65	53	0	0	0	0	21	0	1	0	0	6	6	0	45	0	3	15	31	39	0	39	21	0	0	12	0	0	1	11	100	0	0	19	1	11	0	6	3	0	2	0	1	1	14	5	0	45	10	0	10	0	5	9	5
"50"	4	0	1	0	20	0	11	0	4	0	0	0	14	0	35	2	0	0	0	4	104	34	13	0	0	10	0	19	27	0	0	0	0	13	0	0	5	48	15	14	65	2	0	0	2	24	0	1	0	0	0	28	28	6	7	7	8	3	0	0	8	5	0	28	113	0	0	0	27	16	10	5	2	5	6	1	43	0	0	0	7	0	0	2	0	29	0	10	37	4	2	5	0	9	0	24	0	0	0	4	0	0	2	1	2	0	89	7	0	101	0	0	95	32	1	4	34	52	0	1	20	0	0	0	1	134	0	21	0	0	13	0	6	1	0	14	0	22	7	1	9	0	20	11	1	47	0	150	2	12
