"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"
"40"	0	40	4	3	1	39	10	2	0	1	34	9	0	12	37	0	0	4	0	29	4	40	4	14	0	0	0	66	6	0	0	8	0	0	0	17	24	12	0	0	5	17	0	21	46	0	0	2	13	0	0	2	9	19	116	21	69	5	13	10	20	14	1	0	20	0	18	27	86	1	3	0	7	0	0	43	66	3	0	35	4	0	0	0	0	0	0	0	0	27	3	33	21	10	26	17	74	0	4	9	66	33	0	3	0	21	44	0	0	0	1	1	0	2	6	40	0	0	0	0	5	0	0	15	1	2	17	27	74	61	0	27	4	11	8	6	0	9	0	0	0	12	3	1	2	20	53	0	32	10
"41"	1	3	0	0	0	0	26	0	16	50	21	0	2	0	2	0	18	20	1	42	1	50	0	0	2	0	0	0	5	10	0	0	0	0	0	20	28	18	0	5	0	3	0	6	21	0	3	0	11	0	0	6	0	5	28	1	38	0	0	0	25	29	59	0	0	2	0	13	19	0	5	0	45	0	0	3	21	4	0	0	30	0	0	2	0	0	0	0	10	10	6	32	7	66	4	0	12	0	12	31	1	2	0	4	0	27	6	21	0	0	14	2	0	2	0	41	0	0	0	0	1	1	8	31	0	0	12	48	43	24	0	2	0	3	1	0	0	17	0	0	37	0	39	12	0	30	2	0	0	4
"42"	1	0	49	9	0	1	23	0	0	3	17	1	9	2	1	0	10	44	0	61	8	4	0	0	0	2	0	0	0	1	0	2	0	0	1	67	11	28	0	2	0	0	0	2	67	0	0	0	54	0	6	3	0	5	8	39	92	0	25	0	0	18	41	0	4	2	0	74	63	0	33	0	8	1	3	3	66	0	0	0	0	0	14	3	1	0	0	0	15	14	4	3	18	0	6	8	8	0	19	7	5	5	0	0	0	24	24	1	0	5	13	0	0	0	0	63	0	0	0	0	37	1	0	13	6	4	2	29	23	212	0	2	0	5	0	0	0	0	0	0	4	72	23	0	0	8	10	0	0	11
"43"	5	0	45	0	0	9	20	11	1	0	6	1	0	1	12	0	0	57	0	54	19	32	0	0	3	5	8	4	0	0	0	0	0	0	0	3	45	10	0	20	3	42	0	6	1	0	0	0	18	0	0	0	0	2	16	11	10	0	18	0	2	7	2	0	0	6	0	42	36	0	14	1	20	0	0	2	59	0	0	7	0	0	0	1	0	0	0	0	11	9	0	0	1	5	14	0	13	0	2	10	34	29	0	13	0	1	14	2	0	0	6	1	0	25	12	29	0	0	0	1	11	0	0	26	4	2	1	52	84	22	0	0	6	4	14	0	1	10	0	0	0	10	4	29	3	18	9	0	0	4
"44"	0	161	16	14	1	2	74	0	0	10	18	0	5	13	2	0	4	28	15	67	1	7	0	0	16	65	0	25	1	2	0	28	0	0	1	11	3	11	1	15	8	8	0	8	3	5	0	3	45	1	22	4	0	2	20	3	85	14	14	0	2	11	16	1	2	2	14	42	28	18	29	2	19	3	0	0	51	7	0	0	0	0	0	0	0	0	0	0	0	19	21	10	2	0	5	0	7	0	12	47	10	5	0	1	0	7	100	45	0	16	10	0	0	35	0	39	0	0	0	0	7	0	0	0	0	0	2	39	27	129	0	17	0	0	4	0	0	47	6	0	1	2	16	3	0	2	26	6	0	18
"45"	1	8	16	4	0	5	22	15	3	10	10	0	0	0	10	0	1	9	0	29	15	0	0	2	6	13	6	0	3	7	0	0	0	0	0	37	35	105	0	1	9	17	0	0	66	0	27	0	17	0	0	10	6	2	35	2	61	4	29	0	32	24	6	0	2	12	1	68	53	28	12	2	33	0	0	8	72	2	0	0	0	0	1	2	0	0	0	0	13	26	13	44	3	0	11	11	18	2	4	13	85	3	0	0	0	21	57	1	0	0	14	0	0	29	13	17	0	0	0	1	11	0	0	8	2	0	31	34	8	45	0	60	0	32	7	0	0	4	5	0	48	31	4	4	6	17	1	0	0	24
"46"	0	0	50	19	2	11	26	3	0	6	46	0	0	0	22	0	1	3	1	21	2	36	0	2	13	1	0	0	0	3	0	8	0	0	0	1	128	57	1	8	8	7	0	3	4	0	0	2	15	1	5	1	0	0	0	2	93	4	45	0	16	26	9	4	23	5	3	30	91	0	12	0	0	0	23	15	87	14	0	0	0	2	0	0	0	0	0	0	20	7	26	2	17	0	3	19	4	2	9	4	17	10	0	14	39	14	21	33	0	0	6	0	0	2	0	9	0	0	0	0	31	0	0	27	0	2	0	87	23	48	0	5	1	15	0	0	0	3	0	1	2	30	27	3	0	18	0	0	0	23
"47"	1	33	5	0	0	0	49	0	1	0	53	0	0	1	11	1	0	15	0	44	10	4	2	0	22	0	2	0	3	1	26	0	0	0	0	1	9	10	3	4	9	0	0	0	22	10	0	21	7	0	0	1	0	6	44	18	26	2	29	0	26	23	2	1	0	0	14	55	108	2	16	5	17	1	8	40	37	2	0	0	3	0	0	0	1	0	0	0	0	11	14	1	13	0	29	2	67	26	7	10	2	2	0	0	0	23	6	4	0	10	2	0	0	7	11	36	11	0	2	0	10	0	0	0	69	11	4	22	35	71	0	7	0	8	16	0	0	9	0	0	2	6	46	0	12	50	4	0	0	7
"48"	0	1	35	7	0	4	49	31	0	8	40	0	1	0	11	0	2	34	0	31	13	8	0	0	2	1	0	0	0	0	0	1	1	0	0	2	33	17	0	0	12	16	0	8	1	0	1	0	24	1	0	0	0	1	10	45	42	0	32	3	0	0	36	0	0	1	3	4	26	2	25	0	4	1	0	4	7	2	0	0	7	0	0	0	0	0	0	0	5	22	2	0	4	12	5	2	20	7	1	10	18	6	0	0	0	12	32	11	2	0	9	0	0	0	0	34	0	0	0	10	3	0	1	13	7	4	0	17	7	39	0	8	0	3	4	0	0	8	0	0	1	10	4	3	0	26	7	1	0	3
"49"	0	36	9	33	0	4	9	4	1	3	19	5	0	24	2	0	9	29	17	42	24	0	0	7	0	0	0	1	0	0	30	0	0	0	0	12	14	27	1	0	11	9	0	2	53	0	4	0	45	0	4	1	0	4	84	14	25	1	13	1	28	51	59	0	0	1	5	83	102	12	23	4	2	0	15	6	18	0	0	0	19	0	0	0	0	1	0	0	5	9	5	10	1	5	45	0	55	2	28	54	38	7	0	0	0	34	11	16	0	0	12	2	0	10	1	77	0	0	0	2	65	0	0	9	4	10	2	30	41	34	0	1	0	15	1	12	0	13	2	0	2	15	9	36	2	23	13	1	0	68
"50"	0	0	393	68	0	14	52	0	1	0	32	0	0	0	6	0	0	4	26	41	105	18	0	0	50	3	0	1	5	0	0	13	0	0	0	25	8	16	0	1	2	4	0	0	52	32	0	1	25	0	0	24	2	0	10	3	85	5	0	5	16	12	1	0	0	0	28	28	45	0	16	0	2	1	0	0	102	0	4	0	0	0	0	0	0	0	0	0	5	31	0	17	2	0	2	13	47	6	2	20	75	7	0	1	0	2	2	1	0	0	1	0	0	0	0	12	0	6	0	5	5	4	0	0	8	2	0	25	18	31	0	4	0	1	3	0	0	3	0	0	0	8	33	3	0	23	6	0	18	44
"51"	16	10	57	42	3	16	17	0	0	1	9	0	0	0	27	0	0	0	0	59	4	9	0	2	0	33	0	2	0	1	1	0	0	0	4	22	1	20	0	5	6	55	0	1	17	0	0	0	68	2	2	2	0	0	8	26	87	18	10	0	39	18	2	1	3	0	2	10	12	0	5	0	13	0	0	1	9	29	0	0	3	0	1	0	0	0	0	0	0	68	7	16	1	0	49	7	10	0	1	43	37	2	0	2	0	39	50	2	0	0	2	0	0	12	0	28	0	0	0	7	1	0	0	2	26	11	1	78	16	17	0	0	0	30	3	0	0	0	0	3	0	14	14	18	0	12	1	5	1	19
"52"	4	0	1	32	0	50	32	3	12	1	50	8	0	0	4	0	0	14	0	44	23	2	0	0	0	0	8	3	0	30	0	0	0	0	0	13	56	10	0	1	11	80	0	0	40	11	0	0	14	1	0	10	16	0	85	26	47	0	1	0	0	33	0	0	0	0	0	12	62	25	6	0	1	6	2	0	14	24	0	0	0	32	0	0	0	0	0	0	19	34	11	1	0	4	8	0	56	3	12	36	0	2	0	9	0	18	2	1	0	0	3	0	0	1	0	7	0	0	0	6	11	0	0	13	5	1	4	44	54	46	0	0	1	30	7	3	0	1	2	7	3	66	69	0	0	36	8	0	4	6
"53"	0	4	175	165	0	0	42	0	10	2	64	0	0	0	4	0	0	43	10	20	20	13	0	5	0	4	0	0	0	0	2	21	0	0	0	5	9	4	7	4	0	6	3	1	27	0	9	22	9	0	2	11	6	1	18	3	43	1	18	2	25	42	0	0	1	0	105	7	73	0	11	0	0	0	13	0	32	0	0	0	1	0	0	4	0	0	0	2	1	14	1	14	22	0	3	22	3	6	5	21	0	82	0	0	0	44	10	29	0	3	0	0	1	8	0	21	0	0	0	0	6	0	0	6	2	19	19	10	68	19	12	0	3	17	19	0	0	30	0	0	0	8	42	0	9	29	3	0	1	28
"54"	0	30	10	25	18	0	4	5	0	0	70	22	0	0	15	2	2	37	35	18	16	13	1	0	1	0	0	0	0	4	0	0	0	0	5	0	20	12	1	16	3	4	0	8	12	0	1	0	20	0	2	3	0	0	80	21	30	0	42	0	15	28	3	2	1	9	0	6	71	0	15	0	31	0	10	0	19	0	0	5	1	0	0	0	0	0	0	0	2	22	6	6	1	18	1	11	29	1	4	42	3	75	0	5	4	0	14	11	0	0	6	0	0	1	5	22	0	0	13	0	17	0	0	4	37	0	1	38	8	49	0	4	0	8	0	0	0	13	1	0	0	6	5	6	7	23	0	0	0	2
"55"	2	0	24	44	1	10	22	13	5	0	26	0	0	12	17	0	2	21	1	56	14	3	0	0	57	0	0	1	0	23	7	3	7	0	0	3	15	70	0	15	0	2	0	2	36	0	1	0	10	0	34	2	0	0	5	6	39	3	4	0	38	73	9	1	0	0	0	119	154	0	20	0	1	5	0	13	47	0	0	0	0	0	0	0	0	0	0	0	1	21	8	16	8	11	6	5	39	1	75	48	22	5	0	3	0	10	9	15	1	0	62	0	0	90	0	30	1	1	0	0	8	0	0	1	1	2	23	55	50	32	0	14	0	28	13	0	3	9	0	0	1	5	13	12	5	25	0	0	8	3
"56"	0	69	97	1	0	1	50	0	16	18	16	0	0	5	30	0	6	9	1	93	4	0	0	0	1	1	0	5	0	3	2	0	0	0	0	0	19	9	0	0	24	9	0	0	36	6	0	0	17	0	0	0	0	1	5	13	24	1	28	0	0	13	6	0	7	0	0	11	63	0	31	0	9	6	1	18	11	0	0	0	0	0	0	0	0	0	0	0	2	58	6	10	9	0	4	0	9	2	6	15	6	52	0	4	0	29	36	20	0	0	9	0	0	11	1	40	0	0	0	0	15	1	0	22	17	3	5	43	6	28	0	1	0	2	0	0	0	8	6	0	0	8	4	1	0	24	0	6	0	0
"57"	0	0	0	12	14	0	2	3	0	12	31	6	0	7	0	0	2	15	1	24	11	0	0	0	0	5	9	0	4	0	1	0	3	0	3	6	19	27	0	0	29	1	0	0	6	0	0	1	32	7	7	0	0	9	13	19	45	0	13	0	1	9	15	0	0	0	97	49	34	2	9	0	5	0	4	10	5	5	0	3	2	0	0	0	0	0	0	0	8	28	1	77	39	3	2	4	39	14	6	7	24	11	1	0	0	5	5	6	0	1	1	0	0	26	0	36	6	1	0	1	3	2	1	3	18	1	6	12	6	27	0	3	0	39	1	1	0	49	1	0	6	42	13	1	1	12	11	0	0	8
"58"	0	0	202	52	0	0	20	29	0	4	37	0	0	0	0	0	1	2	6	10	3	1	0	1	24	0	0	1	0	5	0	0	0	0	29	25	10	44	0	0	2	0	4	2	5	0	0	0	18	2	10	2	0	1	9	15	65	0	11	0	10	9	21	8	1	0	0	23	61	0	17	0	14	2	0	5	27	0	0	0	0	3	0	0	3	5	0	0	4	0	2	14	0	0	11	1	2	5	4	16	15	0	0	8	0	10	22	5	0	8	1	0	0	28	0	42	0	0	0	0	16	0	0	12	9	0	1	28	69	85	0	6	0	8	5	0	0	9	0	0	0	0	5	10	0	25	0	0	0	10
"59"	0	0	26	10	11	0	9	5	0	0	34	0	0	7	4	0	6	36	4	72	3	1	0	22	1	1	0	3	0	0	3	0	0	0	0	7	11	9	0	5	0	1	1	0	18	0	0	0	23	0	0	16	52	11	57	14	19	3	11	0	11	8	16	9	1	0	8	48	84	0	2	0	1	15	3	0	63	7	2	0	0	0	4	0	9	0	0	0	0	7	25	0	2	7	5	17	6	4	4	6	25	0	0	3	5	1	16	3	0	0	1	0	0	13	6	44	0	2	0	0	32	0	0	0	1	11	2	47	19	52	0	0	10	0	3	0	10	7	0	0	3	2	27	2	2	36	1	0	0	15
"60"	0	1	39	43	46	1	35	0	16	26	14	10	0	0	14	0	0	10	27	40	17	2	0	0	0	1	5	0	2	0	1	0	0	0	0	2	35	9	0	23	7	0	0	9	4	0	0	4	6	0	1	11	0	9	16	18	57	0	15	1	11	32	12	6	1	0	2	22	67	3	11	0	12	1	1	5	13	2	0	0	0	1	2	0	0	0	13	0	53	12	0	27	0	0	11	12	13	0	1	43	4	2	0	11	0	13	15	0	0	0	0	9	0	24	0	23	0	0	1	0	8	0	0	4	2	23	25	36	16	33	0	43	0	5	0	0	0	0	0	0	0	14	14	6	3	5	11	0	0	5
"61"	0	0	2	29	0	1	43	0	0	0	102	33	0	0	20	0	1	1	2	69	10	39	0	0	17	7	0	21	0	0	4	6	8	1	0	27	17	28	0	6	28	15	0	1	20	6	5	0	88	0	4	0	0	1	37	4	27	0	45	6	3	23	1	0	40	0	22	21	14	0	3	0	18	0	0	8	49	9	0	0	1	0	0	0	11	0	0	3	3	20	2	7	13	0	24	29	5	15	6	50	28	10	0	25	0	66	38	26	0	0	19	3	0	39	0	33	0	0	0	12	33	6	0	15	12	1	6	60	15	126	0	1	0	20	0	0	0	19	4	0	0	20	8	3	0	28	8	12	6	34
"62"	0	0	5	117	9	0	2	9	0	0	14	0	3	0	0	0	0	3	0	16	28	8	0	25	5	0	0	8	0	13	4	0	24	0	0	6	15	19	0	3	10	8	1	0	12	0	3	0	7	3	0	0	0	2	8	39	3	0	1	1	11	24	0	3	11	1	0	39	79	0	26	1	1	1	9	4	19	0	0	0	0	0	0	0	0	0	0	0	13	20	3	0	4	4	13	0	2	3	2	6	18	14	0	1	0	6	7	7	0	0	0	0	0	3	5	11	0	0	0	0	10	0	0	21	14	4	0	21	20	42	0	0	0	12	3	0	0	20	1	0	32	3	1	15	0	10	0	1	0	1
"63"	0	0	49	18	0	1	0	5	0	2	88	0	0	2	18	0	0	5	2	17	0	17	7	0	3	0	0	0	0	2	5	0	0	0	0	4	24	3	0	2	0	0	0	0	8	12	0	0	34	0	0	12	0	0	25	19	74	2	0	0	1	8	39	0	0	0	0	7	37	20	9	33	10	1	3	1	41	36	0	0	1	0	0	0	0	0	2	0	5	8	23	1	9	5	2	0	40	0	5	1	8	56	0	1	0	49	45	7	0	0	2	1	0	26	0	34	0	8	0	1	1	0	0	37	1	3	0	8	39	33	0	5	0	34	15	0	0	0	0	0	11	19	11	1	15	37	27	0	1	17
"64"	11	0	6	43	11	27	14	0	0	14	76	0	1	0	2	0	0	49	32	80	7	38	0	1	5	0	0	0	14	9	9	14	0	0	0	28	22	13	0	0	1	9	5	1	4	0	0	30	17	0	0	2	0	1	22	1	113	26	17	0	0	80	2	0	0	0	9	165	70	30	20	0	2	5	0	0	19	0	0	0	0	0	0	0	0	0	1	0	0	0	13	18	6	0	0	12	21	2	13	3	1	43	0	0	0	7	14	4	3	0	10	0	0	10	28	21	0	0	0	2	1	0	0	36	13	0	3	54	76	25	14	2	19	9	0	0	0	0	1	0	5	13	44	20	0	23	4	0	0	25
"65"	4	5	405	12	0	3	15	0	61	1	28	0	0	24	9	0	0	15	1	22	43	14	0	1	2	2	0	7	0	3	0	8	0	0	1	19	34	32	3	39	0	0	0	1	36	0	0	0	10	3	0	14	0	0	3	40	24	0	44	1	65	9	1	0	12	0	4	17	49	0	46	25	56	0	0	0	10	5	0	0	1	0	0	0	1	0	0	0	0	7	2	0	0	0	1	12	0	3	39	26	26	0	0	0	0	24	4	0	0	3	0	0	2	18	8	18	0	0	0	0	0	0	0	39	1	8	3	20	15	48	0	7	0	4	6	0	0	9	3	0	1	15	40	1	6	0	35	2	0	19
"66"	0	0	701	17	0	3	1	0	1	0	44	0	0	12	5	0	1	5	0	11	3	0	0	0	8	0	0	3	0	3	0	0	0	0	2	0	1	13	46	1	11	0	0	12	1	0	0	0	2	0	1	0	0	11	6	0	31	0	1	0	2	24	0	0	0	0	0	16	4	52	22	0	12	2	7	0	3	2	0	0	0	0	0	0	0	0	0	0	23	7	5	7	11	0	1	2	31	42	4	42	6	0	5	1	0	11	30	2	0	0	3	0	0	13	0	1	24	0	0	0	0	0	0	3	0	28	0	66	1	74	0	0	0	3	4	0	0	12	0	0	0	14	0	0	22	13	2	1	3	5
"67"	40	0	6	23	6	1	22	5	6	1	27	2	0	2	0	0	4	6	2	57	2	2	0	0	1	0	0	15	0	1	16	0	0	0	0	23	11	3	0	0	9	0	0	4	7	0	44	8	27	0	0	4	0	2	2	3	11	0	2	0	0	1	0	0	0	0	4	34	38	0	7	2	0	9	7	18	30	0	0	0	1	0	0	0	0	0	0	0	24	20	5	0	0	0	1	36	8	3	0	23	23	4	2	0	0	0	11	17	0	0	0	0	0	3	0	41	0	0	0	11	2	4	0	7	5	0	0	69	12	107	0	4	0	7	5	4	0	10	0	0	0	13	32	4	28	33	12	0	23	16
"68"	0	0	0	16	1	10	6	0	0	27	7	0	0	5	11	0	0	18	24	63	6	1	0	1	1	4	2	1	0	6	0	0	0	0	4	0	16	68	6	0	1	4	0	5	7	0	1	2	28	7	0	29	0	4	25	6	24	1	4	0	6	3	0	0	0	0	0	17	17	2	41	23	0	0	0	5	23	1	0	0	0	1	1	0	2	0	0	0	17	10	0	17	52	1	1	12	1	6	60	45	18	0	0	2	2	9	2	22	0	1	4	0	1	12	1	158	0	0	0	0	69	0	0	18	50	7	0	5	13	66	0	47	0	25	0	13	1	11	0	3	31	12	35	2	0	47	6	0	7	4
"69"	0	0	65	25	2	0	11	2	11	2	35	1	0	15	4	0	8	4	8	37	24	3	0	5	3	0	0	7	0	0	7	0	0	0	0	4	13	3	6	0	6	38	0	10	9	0	2	0	43	0	1	0	0	9	5	35	39	0	5	0	3	27	18	0	3	0	1	32	36	0	2	0	0	0	19	16	12	4	0	0	0	0	0	0	4	0	0	0	1	12	3	0	12	3	11	33	6	0	6	11	0	9	0	0	2	9	15	12	0	1	4	0	0	5	1	93	0	0	1	0	68	0	9	3	18	6	5	40	8	56	0	5	14	10	22	0	0	2	0	0	5	71	50	0	1	75	19	0	2	1
"70"	1	2	10	60	0	0	77	41	0	0	26	0	0	6	0	0	0	3	0	79	9	19	4	9	3	65	0	0	0	15	2	3	0	0	0	6	36	9	1	61	0	1	0	69	11	0	0	7	4	5	1	1	0	0	17	58	67	1	0	6	12	8	13	0	7	41	4	22	42	0	20	0	9	42	3	6	18	0	0	0	1	0	0	0	1	0	0	0	49	39	18	16	4	1	3	1	15	4	1	20	0	21	7	0	8	19	61	11	0	0	10	5	0	19	0	60	0	0	1	0	12	0	0	22	20	0	3	94	90	18	0	11	0	18	1	0	2	55	0	0	0	18	25	1	0	64	1	0	3	5
"71"	0	5	12	5	0	0	17	16	0	0	46	10	0	1	2	0	0	65	0	86	23	23	0	6	0	9	1	6	49	0	1	4	0	0	6	6	23	27	0	15	0	3	0	0	10	0	0	0	48	0	2	38	0	0	22	19	46	1	34	0	6	12	21	1	1	0	2	24	120	0	0	0	7	2	0	5	37	1	2	0	2	0	0	0	8	0	0	23	1	5	31	2	29	0	9	0	76	5	1	31	8	24	0	4	2	30	6	7	0	0	22	0	0	2	29	12	0	0	3	0	7	0	0	1	0	46	3	29	41	71	0	2	0	28	11	0	0	4	0	0	4	7	22	8	0	6	3	0	1	18
"72"	7	0	0	3	0	9	7	4	10	10	32	2	6	13	27	0	1	24	0	19	31	2	0	0	24	12	0	27	0	4	0	3	1	0	2	29	48	12	41	1	10	20	1	24	23	0	1	0	16	0	0	9	0	10	12	36	12	10	6	0	25	28	18	0	0	2	5	16	42	0	21	0	6	15	4	0	17	0	1	0	0	0	0	0	0	0	0	0	4	39	0	15	12	0	0	1	35	4	21	20	65	3	0	3	0	23	43	1	2	2	36	2	0	44	12	60	0	3	0	0	15	1	0	17	6	8	0	16	37	52	0	3	5	7	2	0	0	12	4	0	3	9	14	17	0	10	14	0	1	1
"73"	0	125	5	0	20	8	16	0	0	20	31	0	0	12	4	1	1	10	2	91	7	0	0	0	1	0	0	6	0	0	0	45	0	0	0	0	74	21	0	0	9	1	0	2	23	0	0	1	9	2	3	0	0	0	11	4	65	10	12	1	6	24	26	0	0	0	0	79	10	0	19	9	0	0	37	11	57	10	1	8	7	0	0	0	0	0	0	0	5	33	3	0	0	4	5	0	15	33	7	30	29	3	2	0	54	8	14	0	0	0	34	0	0	12	1	38	0	0	0	0	25	1	0	13	3	5	11	104	55	87	0	3	3	26	44	0	0	0	1	5	19	2	21	16	0	25	14	0	0	0
"74"	0	0	175	89	0	0	8	6	0	0	52	1	0	1	6	0	0	5	20	19	28	12	0	2	16	0	0	0	0	0	0	0	0	0	0	0	12	31	0	26	0	6	0	0	4	0	6	8	30	0	0	6	1	4	9	7	12	3	2	0	1	10	0	0	4	0	0	120	77	14	13	0	6	4	0	10	38	0	2	0	4	0	0	4	0	0	0	0	20	32	42	0	6	0	13	36	4	3	14	33	46	1	0	0	0	38	33	0	0	0	10	0	0	20	0	26	0	1	2	0	91	0	0	11	60	33	0	44	48	68	0	9	0	37	0	0	0	10	0	0	0	53	37	0	0	38	18	0	4	3
"75"	29	0	337	20	0	3	15	0	0	2	36	1	0	1	5	0	1	15	2	42	1	5	0	0	15	5	0	11	1	0	0	0	1	0	4	3	7	27	0	0	6	3	2	0	8	0	0	0	9	0	3	35	0	5	17	5	53	29	6	0	3	13	4	0	0	0	2	17	18	0	7	0	3	0	0	1	28	2	0	0	0	23	0	1	1	0	0	0	4	0	0	6	6	1	4	0	17	1	16	28	7	9	10	4	1	7	3	36	9	7	3	1	0	19	0	18	0	14	0	0	0	1	0	8	3	10	5	6	43	22	0	1	2	2	7	0	0	4	0	0	0	3	6	56	0	3	2	0	0	74
"76"	3	57	55	36	4	0	52	8	2	3	45	0	0	2	9	0	0	41	0	44	2	33	4	3	9	3	1	0	0	9	10	0	0	0	0	0	26	8	0	1	32	22	0	3	15	6	16	33	12	1	0	1	0	53	39	33	20	36	3	0	17	35	7	0	8	0	0	70	39	0	22	4	2	6	28	38	46	14	0	0	3	0	0	7	0	0	0	0	3	7	33	19	10	0	19	6	18	0	1	4	14	29	0	8	0	14	28	0	0	0	7	3	0	5	32	33	0	0	0	0	14	0	6	39	22	6	0	33	34	112	0	7	0	14	0	0	0	33	1	0	0	7	22	3	8	11	41	0	0	2
"77"	4	24	101	26	0	0	50	4	0	1	45	4	0	0	0	1	0	32	0	67	33	7	5	0	1	2	1	0	0	0	14	0	0	0	0	48	16	10	0	7	21	12	0	1	0	0	2	2	16	0	1	0	0	7	17	11	26	0	19	0	0	34	1	0	0	1	2	79	11	0	62	8	0	5	1	1	35	7	0	0	0	0	0	1	0	0	1	0	9	62	9	7	2	15	16	1	42	1	0	0	4	8	0	4	0	1	19	8	0	8	4	1	0	36	3	7	0	0	1	0	30	0	0	57	5	2	1	53	117	72	0	10	0	15	0	0	1	38	3	0	0	59	1	12	0	49	35	0	0	0
"78"	0	2	85	27	21	0	50	0	2	5	24	3	0	2	0	0	2	1	0	90	26	3	0	4	3	5	0	1	0	0	36	17	0	6	0	14	2	32	1	4	3	13	0	0	3	0	12	1	8	0	0	0	0	0	12	20	62	13	1	10	10	35	15	0	0	0	4	17	43	0	38	0	1	18	0	1	59	16	0	0	0	0	0	1	0	0	0	0	4	24	1	21	0	0	11	7	16	0	5	57	49	3	0	28	0	15	6	14	0	0	43	0	0	26	4	54	0	0	0	0	11	0	0	3	12	7	4	37	31	29	0	14	0	15	0	4	0	0	13	1	0	4	28	13	0	20	2	0	0	7
"79"	0	33	8	39	15	0	15	1	0	6	13	0	0	4	5	21	1	28	0	48	7	2	0	0	0	1	12	0	0	0	0	0	0	0	0	8	11	27	0	0	1	1	0	1	34	0	0	0	34	2	0	0	0	25	5	6	41	0	19	0	4	13	0	0	11	9	0	14	10	30	18	0	1	10	0	3	9	0	0	0	0	1	0	4	0	0	0	1	32	22	5	6	1	0	10	0	26	3	2	40	36	1	0	0	0	14	17	17	0	0	5	0	0	10	0	36	0	0	2	0	23	0	0	5	0	2	2	20	12	18	0	4	2	3	1	0	0	8	0	0	0	11	12	0	4	0	0	0	1	6
"80"	7	63	23	41	33	0	23	0	0	17	25	3	0	7	35	1	11	4	0	26	0	38	1	0	0	0	0	0	0	0	0	1	0	0	8	2	6	2	0	3	0	35	0	16	26	3	7	5	65	4	0	1	0	0	11	11	25	0	20	1	39	9	28	0	3	1	1	32	22	0	21	0	9	46	1	1	12	0	0	0	0	0	0	8	0	0	0	0	2	86	0	9	9	13	7	6	3	0	16	28	2	0	0	0	2	6	3	6	0	0	1	0	0	6	9	23	0	1	4	0	2	0	0	2	33	9	6	108	33	16	0	22	0	29	0	0	0	33	6	0	24	6	11	9	0	69	11	0	1	13
"81"	0	8	66	243	0	0	45	0	0	27	48	0	37	0	0	0	0	3	3	19	16	4	0	0	2	1	0	0	5	12	0	0	0	0	0	0	84	27	0	2	0	1	0	1	33	0	0	1	19	0	1	48	0	2	19	8	27	0	2	0	38	43	50	0	4	0	12	20	88	0	17	0	3	0	39	3	24	0	0	0	0	0	0	2	0	0	0	0	22	12	1	10	8	0	6	7	5	0	2	30	11	40	1	1	0	34	6	14	0	0	7	0	0	52	9	10	0	0	10	2	21	0	0	1	34	19	3	45	70	74	5	2	16	19	16	0	5	63	0	6	0	0	1	29	0	4	11	0	1	43
