"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"
"128"	34	2	27	0	2	51	4	86	0	44	48	0	11	27	0	16	0	0	0	17	0	55	0	18	21	0	1	4	0	69	52	20	42	142	35	2	21	20	0	40	9	24	55	50	0	92	125	10	0	0
"129"	96	2	20	8	2	11	4	44	10	6	53	0	26	70	1	4	0	0	16	0	0	154	0	25	0	0	36	0	0	21	17	2	51	38	1	0	6	2	0	74	2	13	92	62	6	184	102	50	0	0
"130"	35	1	0	0	0	2	49	55	4	34	25	2	24	22	5	27	0	1	0	8	1	40	0	8	6	2	3	6	0	8	21	0	80	54	14	0	50	7	0	53	0	9	42	44	0	109	153	36	0	0
"131"	120	35	16	0	3	2	20	106	0	28	12	21	32	25	0	31	5	3	0	1	4	74	4	6	3	2	13	0	1	7	71	0	88	68	4	0	0	33	0	70	27	7	79	32	0	90	138	2	0	0
"132"	68	0	44	0	0	11	18	102	3	30	69	0	45	71	40	118	9	9	0	18	7	128	6	4	14	2	10	0	10	23	75	10	161	118	24	0	0	6	0	143	6	9	77	24	0	258	119	8	3	1
"133"	17	73	0	0	0	4	19	65	8	4	67	2	30	32	25	49	0	0	2	14	4	161	8	3	1	14	11	0	15	17	40	11	115	113	7	1	0	31	0	29	0	6	54	43	0	94	55	57	0	0
"134"	46	2	0	0	7	0	15	139	9	17	154	2	14	87	11	34	0	0	10	14	66	144	0	2	10	4	12	7	2	19	15	13	92	133	78	0	1	70	0	88	42	14	135	49	30	101	230	60	0	0
"135"	5	0	1	11	69	0	37	97	10	12	23	11	45	24	7	77	1	0	0	31	0	62	0	20	0	7	18	0	0	13	3	0	74	137	18	0	0	37	2	39	0	37	50	28	10	113	65	57	0	0
"136"	172	1	131	9	11	2	2	121	0	11	76	0	25	53	4	38	0	0	0	15	0	99	0	16	0	15	11	57	0	77	14	4	128	56	27	1	1	54	4	95	5	4	51	14	0	93	150	34	0	0
"137"	77	4	10	0	7	5	29	109	1	35	31	0	12	14	11	25	5	13	0	0	0	67	0	26	3	0	44	0	0	58	77	3	72	56	51	0	1	4	0	19	0	0	68	39	0	71	128	63	0	0
"138"	56	0	0	0	20	0	8	58	0	133	164	0	61	18	3	22	0	0	0	9	0	150	8	1	5	2	14	6	0	6	83	5	99	118	50	1	0	6	0	72	5	13	18	57	6	148	199	82	0	0
"139"	68	10	49	27	14	0	55	183	92	94	43	12	25	127	7	14	0	2	0	1	1	179	2	19	10	36	11	0	0	18	33	8	139	50	15	0	3	1	0	67	20	4	81	35	1	226	109	37	0	0
"140"	78	1	12	10	0	4	4	28	2	23	25	3	44	21	0	50	11	0	0	4	7	68	3	6	9	24	2	2	7	18	26	0	113	42	6	0	5	0	10	10	0	13	60	29	3	180	106	12	0	0
"141"	51	1	12	19	0	0	3	98	2	14	50	0	10	45	1	21	0	0	0	9	0	108	10	31	6	2	30	0	0	6	21	1	123	95	25	0	0	7	3	89	0	2	29	33	0	139	172	25	0	0
"142"	10	6	0	160	0	2	1	70	16	10	11	4	3	34	37	18	0	1	6	1	15	119	19	64	8	3	52	0	0	32	10	0	93	79	12	0	0	0	0	17	0	6	37	50	0	92	131	122	0	0
"143"	64	0	28	12	0	0	3	165	16	116	50	3	74	126	6	107	2	2	1	79	10	82	1	0	10	44	27	0	21	64	37	2	91	125	0	14	0	12	0	48	4	49	127	44	10	156	118	21	0	0
"144"	65	0	16	0	15	8	37	118	14	6	71	3	3	20	0	33	53	0	0	8	20	139	15	26	1	1	17	0	0	24	86	36	26	48	27	20	24	16	0	18	1	13	69	28	33	61	115	39	0	6
"145"	84	139	12	47	0	6	6	167	0	108	57	1	20	45	5	39	0	1	0	45	2	200	5	5	19	0	96	7	5	26	71	4	43	107	15	0	0	37	0	74	9	38	133	34	0	137	89	14	0	36
"146"	59	47	60	0	0	7	3	85	3	109	94	0	13	56	7	12	0	24	0	19	19	136	0	1	32	0	3	0	0	33	11	0	147	114	45	0	0	0	11	118	14	22	56	63	2	265	76	49	2	0
"147"	32	1	9	0	0	0	40	132	57	10	37	0	2	69	0	68	57	0	0	17	1	183	0	23	3	5	24	6	3	3	42	0	82	151	42	0	0	1	0	21	2	17	45	36	0	99	222	23	1	0
"148"	88	2	9	0	4	0	13	107	0	52	19	0	30	30	1	15	0	1	0	5	33	68	1	27	6	0	19	0	0	4	22	0	30	102	10	0	0	0	0	46	23	5	43	70	1	71	78	16	0	1
"149"	114	0	14	7	0	16	83	82	7	6	134	6	24	9	1	40	1	0	2	6	0	169	1	10	54	0	38	0	0	23	10	1	74	151	21	0	26	8	0	89	8	3	95	100	9	198	83	25	0	37
"150"	94	0	5	19	5	1	0	88	1	55	54	14	46	45	100	31	0	3	17	1	0	194	28	3	1	0	28	0	1	17	3	34	142	67	5	0	20	18	0	70	39	0	53	25	2	149	239	65	8	0
