"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"
"40"	0	56	5	2	7	0	0	0	2	18	4	22	37	0	24	0	0	7	36	6	3	22	0	8	3	7	60	0	6	11	0	22	0	29	53	0	0	0	2	1	17	31	0	0	42	0	36	131	0	0	0	1	26	0	0	8	26	0	6	34	0	16	0	27	1	0	2	6	9	32	0	7	7	1	0	28	0	0	28	48	0	12	0	26	11	0	0	0	37	2	0	0	7	51	0	0	20	5	71	20	19	0	15	2	0	23	0	0	2	45	17	0	3	1	0	0	0	2	0	1	38	5	55	0	0	11	0	2	11	8	2	8	0	53	39	24	0	0	7	8	2	3	0	35	13	46	0	22	2	16
"41"	0	5	4	0	31	0	1	0	14	3	7	12	4	0	5	0	0	0	1	0	0	2	4	0	0	0	3	1	5	0	0	6	0	15	5	3	1	0	0	0	41	20	0	0	3	0	29	20	0	0	0	5	14	1	0	1	4	0	10	27	0	1	0	1	0	8	11	12	20	4	0	0	6	9	0	55	0	0	0	28	0	12	0	0	1	0	0	0	54	11	4	1	4	7	0	0	42	7	17	3	4	0	18	20	3	4	8	0	2	11	0	0	5	0	0	0	0	0	0	8	31	8	24	5	4	12	1	2	5	13	0	32	0	19	8	63	0	1	1	6	0	0	0	28	5	47	0	0	0	3
"42"	0	0	220	86	2	0	0	0	0	1	0	48	4	0	2	0	0	0	9	0	0	20	8	8	0	0	9	16	0	0	0	6	3	5	1	0	0	0	6	1	16	0	1	0	0	0	16	32	0	0	0	0	0	0	0	0	2	0	0	3	0	8	0	6	0	0	0	5	144	25	3	0	7	1	0	15	0	0	0	55	0	20	0	0	0	0	0	1	16	1	0	0	12	40	0	3	26	3	64	0	28	9	5	11	54	3	12	0	0	9	0	0	0	0	0	0	1	2	1	0	43	13	19	0	0	5	0	2	3	1	0	1	0	41	19	30	0	0	0	36	12	0	0	14	24	29	0	0	5	4
"43"	0	48	0	27	78	0	0	0	0	0	0	78	6	0	7	1	0	0	8	1	7	20	5	0	0	0	12	0	9	4	10	16	0	41	4	1	0	0	4	0	92	30	2	0	6	0	11	93	0	0	0	0	12	14	2	24	1	0	55	13	0	4	0	12	0	0	0	37	33	44	0	0	6	29	6	6	0	0	1	42	0	7	0	0	20	0	0	0	4	8	0	0	18	7	0	0	36	2	14	8	7	0	51	13	4	39	23	0	5	61	2	0	10	0	0	14	0	7	1	6	64	17	73	0	2	56	6	7	16	1	0	2	0	25	36	39	0	0	0	10	7	0	0	17	11	39	0	5	10	4
"44"	0	2	3	14	7	0	0	1	0	1	36	14	8	0	8	0	0	0	13	4	1	21	9	0	2	0	4	1	4	6	0	42	0	1	1	0	0	0	1	1	9	10	0	0	0	11	75	33	0	0	0	5	22	0	0	0	6	0	1	7	3	0	0	17	4	1	1	51	12	39	0	5	0	49	4	1	0	0	0	2	0	16	0	0	2	0	0	5	22	18	0	0	3	15	0	0	42	16	58	9	48	0	48	0	15	2	17	0	1	21	1	0	5	2	2	0	2	1	0	3	70	29	52	0	1	7	9	0	0	4	0	19	0	3	39	18	0	0	38	11	18	0	7	25	73	4	0	24	22	17
"45"	21	2	0	15	237	0	0	0	5	16	0	14	2	0	0	1	0	0	5	0	0	18	0	0	0	0	6	0	14	15	0	3	0	0	25	0	0	0	0	1	26	3	0	0	6	1	7	18	1	0	1	17	7	0	8	0	1	0	23	13	3	18	0	0	0	0	0	32	1	44	0	0	0	0	2	20	0	0	1	2	4	19	0	0	4	5	0	3	14	0	0	0	3	5	0	0	23	0	37	0	24	0	16	3	4	0	5	0	0	0	0	0	4	0	1	0	2	2	1	6	13	11	4	0	1	3	6	0	24	35	2	11	0	15	31	71	0	0	0	3	6	0	0	12	10	8	4	3	3	0
"46"	0	44	0	3	144	0	0	0	2	9	1	15	24	0	26	0	9	0	15	1	0	5	24	0	0	0	0	7	26	3	0	27	0	23	42	0	0	0	0	0	8	0	0	0	56	0	10	38	0	19	5	2	33	7	0	0	0	0	39	7	0	11	0	0	42	1	0	27	11	43	0	4	0	27	0	124	0	0	0	14	0	10	0	3	20	0	0	4	18	0	0	2	1	19	1	0	55	28	57	0	9	0	4	0	0	9	0	0	0	4	0	0	4	1	4	0	0	0	0	4	72	10	4	0	3	13	1	1	0	8	0	3	0	9	29	30	0	0	0	10	0	0	0	0	70	5	11	0	17	4
"47"	0	2	0	3	5	0	1	0	4	0	0	19	1	4	11	1	0	0	7	0	0	17	21	0	18	0	20	0	1	0	0	69	0	0	5	0	0	0	3	7	32	12	0	0	15	14	125	58	1	0	0	0	24	3	0	1	19	0	8	8	0	4	0	1	7	0	4	21	37	51	0	1	2	34	1	3	0	0	2	6	0	14	0	0	0	1	0	0	18	4	0	0	0	15	0	0	29	0	22	13	12	0	6	10	0	17	0	0	0	4	0	0	1	18	0	0	0	12	4	1	34	6	36	0	3	10	4	2	2	10	0	3	0	5	3	41	0	0	0	12	6	0	4	24	2	21	0	4	11	12
"48"	0	27	2	27	0	0	0	0	0	0	0	17	5	6	6	1	0	0	37	21	0	4	2	0	1	0	3	0	4	7	0	8	0	4	13	0	0	0	1	0	29	21	0	0	11	0	3	37	0	12	0	0	25	0	0	0	12	0	5	17	0	0	0	7	2	0	0	25	52	22	2	0	8	33	0	10	0	3	3	21	0	12	0	0	0	0	1	0	49	0	0	2	0	26	0	0	17	2	45	3	29	5	14	9	4	10	2	0	0	9	0	0	3	32	10	0	13	4	0	0	44	32	52	0	3	3	0	13	1	9	0	1	0	13	2	68	0	25	0	48	4	0	0	2	13	4	0	2	0	5
"49"	0	7	1	26	226	0	0	0	0	0	0	1	0	1	17	6	0	0	4	0	0	2	0	9	17	0	45	0	14	2	0	6	1	10	0	0	0	0	3	21	44	24	0	0	2	0	26	66	0	0	1	0	11	4	0	41	27	0	11	15	0	2	1	0	0	4	0	23	72	19	0	0	1	9	0	2	1	0	10	20	0	30	0	0	0	0	0	20	8	9	0	0	19	19	0	0	15	0	27	0	3	0	46	14	9	13	0	0	17	24	0	0	6	0	1	0	0	0	0	13	68	17	56	0	0	11	8	30	33	1	0	9	0	46	64	19	0	0	0	2	21	5	0	40	62	40	0	2	35	2
"50"	0	1	7	6	40	0	1	0	22	0	1	15	0	0	4	0	0	0	13	0	0	9	7	0	4	0	2	0	5	11	0	8	0	0	2	0	0	0	7	0	55	2	0	0	7	2	7	33	0	0	3	0	13	19	1	8	3	0	11	14	0	0	0	7	8	0	8	17	15	11	0	0	2	12	0	4	0	0	0	36	0	34	0	0	0	0	0	0	12	0	0	1	3	13	0	0	22	1	29	3	8	0	34	3	0	6	1	2	2	8	0	0	0	44	0	0	9	0	19	5	39	18	23	0	0	18	3	8	1	3	0	0	1	51	19	4	0	3	0	18	0	6	3	0	41	25	0	0	4	0
"51"	0	15	11	21	255	0	0	0	0	0	7	49	0	0	29	2	0	0	37	1	11	30	5	21	0	0	2	0	9	4	0	41	0	0	8	0	20	0	14	0	7	11	16	0	81	1	0	36	0	0	0	0	19	0	0	4	0	0	0	31	0	0	0	30	0	0	0	73	5	19	0	0	0	3	1	7	1	0	7	32	0	16	7	1	0	0	0	7	74	6	0	0	1	84	0	0	18	13	8	1	63	0	18	0	0	74	0	21	24	29	0	0	27	4	0	0	1	2	3	0	28	25	48	10	3	1	1	3	9	17	3	16	0	28	3	48	0	0	0	63	5	0	0	55	12	33	1	1	27	6
"52"	12	4	0	3	33	0	0	0	0	5	0	18	1	0	22	0	0	0	22	0	0	17	6	0	0	8	6	0	2	13	0	17	0	0	30	0	0	0	7	0	5	9	0	0	2	0	12	29	0	0	0	0	16	0	0	0	1	0	13	30	0	17	0	1	1	0	3	11	17	89	0	9	0	4	5	29	0	0	12	15	0	16	0	0	1	0	0	1	32	2	0	6	0	5	0	0	44	0	23	11	25	0	6	0	6	9	0	0	0	34	0	0	1	4	0	0	6	0	2	1	29	2	16	0	11	2	0	3	1	16	1	11	0	2	36	25	20	0	7	1	4	4	0	1	3	34	0	2	18	0
"53"	0	12	10	106	49	0	0	0	0	0	0	35	2	0	33	0	0	0	10	3	0	31	0	0	8	0	4	0	33	8	0	27	0	30	0	0	4	0	1	1	21	8	0	0	20	0	66	37	0	0	4	0	16	4	0	7	1	0	0	1	0	0	0	0	0	3	10	10	72	43	0	1	13	0	39	30	0	0	1	19	0	24	1	0	3	0	0	2	24	10	3	0	67	55	0	6	8	0	19	0	2	0	102	0	0	6	8	9	16	26	0	0	3	0	0	0	0	0	0	20	23	8	39	0	1	24	0	0	1	0	1	3	0	9	4	72	0	0	0	8	11	0	0	2	13	48	0	0	16	3
"54"	0	0	0	0	2	12	0	0	0	1	0	89	3	0	16	3	0	0	22	0	3	13	6	0	2	0	1	0	60	7	0	15	30	3	11	0	0	2	0	7	27	0	0	0	26	0	4	57	0	0	0	0	21	0	0	2	2	5	1	44	0	8	0	0	0	0	3	12	18	30	0	0	0	2	4	7	0	0	0	13	0	10	0	0	7	0	0	2	30	2	0	10	7	6	0	0	28	1	27	0	14	1	20	0	0	7	0	0	2	3	0	0	5	0	7	0	4	7	0	2	55	0	38	0	0	30	5	0	2	3	0	2	0	11	12	21	0	0	5	7	6	0	0	26	4	21	0	2	25	3
"55"	0	22	18	135	18	0	0	0	0	2	0	27	1	0	1	0	2	0	37	0	0	32	25	0	0	0	16	0	59	1	0	18	0	0	8	2	0	0	10	0	69	1	16	0	7	0	16	42	0	0	0	3	25	0	0	25	10	7	0	15	3	17	0	5	0	0	6	72	21	10	0	1	1	9	0	13	0	0	0	25	3	55	0	0	9	0	0	0	39	1	0	1	1	52	0	0	20	1	102	0	2	1	14	0	33	32	1	23	0	118	0	0	17	0	0	0	0	0	4	29	40	2	26	0	13	21	2	0	70	1	0	8	5	4	19	68	0	0	5	11	11	0	0	36	29	64	1	4	29	4
"56"	0	12	1	6	10	6	0	0	0	0	0	23	12	23	48	0	0	23	6	0	1	12	28	0	1	0	35	0	29	19	0	10	0	5	3	0	0	0	0	2	55	6	0	1	55	0	39	13	7	0	0	0	27	0	0	1	27	0	6	25	0	1	12	2	0	0	0	26	3	111	0	2	0	21	0	20	0	0	5	33	5	30	0	0	3	8	0	6	17	4	5	0	9	11	8	1	69	29	41	0	52	14	25	1	3	11	0	8	0	79	0	0	15	0	10	0	0	4	59	16	34	24	24	0	5	7	0	8	3	34	0	16	0	14	21	20	0	0	0	4	0	7	0	28	7	40	9	0	20	6
"57"	0	21	0	0	73	0	0	44	0	0	1	6	0	0	24	2	0	15	4	0	0	17	2	2	10	0	6	0	12	9	0	20	0	6	2	0	31	0	5	2	37	9	6	0	4	2	26	63	0	0	2	5	11	7	11	1	3	0	7	24	0	3	1	0	0	0	0	33	33	48	7	0	9	6	0	7	0	0	0	30	0	10	0	0	2	0	0	14	26	3	0	0	7	12	0	0	12	3	13	5	9	0	42	8	18	2	0	0	4	22	0	0	0	0	0	0	2	0	1	0	17	20	1	0	0	43	1	19	6	2	2	11	0	11	23	29	4	0	1	7	9	0	0	19	20	49	0	0	4	12
"58"	0	1	0	19	15	0	0	0	0	0	32	18	0	0	0	0	0	0	28	0	0	48	0	0	0	0	1	7	12	3	0	26	0	1	29	0	0	0	5	1	23	6	0	19	15	27	1	49	0	0	0	0	65	0	0	8	13	0	0	29	0	16	1	8	0	0	10	20	48	10	1	0	13	18	1	4	0	0	11	5	0	13	0	0	2	0	0	8	35	19	0	0	4	50	0	5	25	19	53	0	10	0	9	0	2	21	1	0	10	30	0	0	0	0	0	2	2	1	0	0	47	7	29	0	6	18	0	0	12	7	1	15	0	51	34	37	0	0	0	52	43	0	0	32	42	35	45	15	8	1
"59"	0	0	0	15	53	0	0	16	0	3	0	27	0	0	15	0	0	0	34	0	2	12	4	0	0	2	7	0	3	11	0	65	7	1	8	9	0	0	8	12	17	3	0	0	0	0	14	20	4	0	2	0	27	15	0	11	25	0	15	28	0	52	0	1	0	0	0	11	31	37	1	12	0	14	0	3	0	6	4	14	0	29	1	0	14	0	0	1	48	0	8	1	2	53	0	0	21	0	32	0	20	0	7	0	1	11	1	0	11	26	0	0	5	1	0	0	1	1	0	0	59	21	8	0	2	13	0	4	0	13	0	0	1	0	46	60	1	0	1	90	1	0	0	36	14	70	0	2	11	0
"60"	0	2	5	2	0	0	0	0	0	92	0	6	9	0	0	0	0	23	4	0	0	9	5	0	1	0	18	0	22	1	0	14	2	27	17	0	0	12	12	1	20	29	0	0	8	0	32	66	6	0	0	0	52	0	0	26	21	0	2	30	0	13	0	2	0	0	0	23	12	50	0	0	0	53	6	27	0	0	8	29	0	12	5	0	0	0	0	1	65	17	0	0	3	18	0	0	20	1	50	3	9	0	22	0	22	16	33	0	1	9	0	0	3	0	0	0	2	2	0	12	26	14	46	0	4	39	11	0	8	13	0	0	0	7	43	41	0	0	4	4	14	0	0	5	23	21	0	29	10	1
"61"	0	18	0	0	30	0	0	0	2	2	0	20	0	0	3	0	0	0	33	0	0	16	0	22	0	1	32	0	8	24	0	13	8	4	15	0	0	0	12	0	30	0	0	0	6	0	33	81	0	0	0	0	12	2	10	22	16	0	0	0	0	9	0	7	0	0	0	21	18	21	0	17	0	46	0	33	0	0	1	43	0	27	0	0	2	0	0	1	68	38	2	0	4	7	6	0	10	1	55	1	35	0	14	0	6	7	0	1	1	12	0	0	0	1	0	0	0	0	1	20	49	8	35	0	17	5	0	1	0	6	0	1	0	5	9	55	0	0	0	16	7	5	0	9	3	37	0	3	47	3
"62"	1	0	14	35	2	2	0	0	0	0	3	13	1	0	25	0	0	0	50	0	0	1	8	2	2	0	9	20	2	15	0	14	1	2	14	0	0	0	12	0	31	6	12	0	13	0	0	37	10	1	8	0	80	4	0	4	2	2	0	20	0	9	0	0	3	0	5	60	33	38	0	0	11	20	0	19	0	0	0	46	0	52	0	0	20	0	0	0	31	5	11	1	15	64	0	0	43	14	70	0	4	0	10	6	1	29	0	0	0	8	0	0	1	0	40	0	1	2	6	17	30	19	28	0	2	1	0	11	0	0	0	0	0	15	22	19	0	0	0	3	11	0	0	39	55	42	0	3	21	16
"63"	11	18	0	4	98	0	0	0	0	0	5	8	4	0	13	0	0	0	57	0	3	16	4	0	4	3	40	0	5	9	0	11	16	8	28	0	0	1	1	0	24	32	0	0	2	1	1	16	16	0	0	1	12	0	37	11	0	0	0	9	0	31	0	4	2	2	0	11	63	111	0	21	12	12	1	25	0	0	31	22	0	43	13	0	21	0	0	18	74	2	0	0	47	35	0	0	33	12	59	32	14	9	17	1	4	3	2	6	0	77	9	0	18	0	3	0	0	2	14	42	53	30	6	0	21	3	6	2	8	47	0	6	1	0	46	68	0	0	0	8	4	1	0	13	28	46	0	13	3	0
"64"	0	140	0	0	5	0	1	2	0	0	0	19	2	0	0	0	0	3	3	0	6	0	2	0	0	0	13	0	0	0	0	3	0	4	6	16	0	1	1	0	8	14	0	12	4	0	26	18	0	5	0	10	1	2	0	19	3	0	87	26	0	0	0	7	0	0	0	15	12	4	0	10	0	51	0	1	0	0	0	24	0	17	0	0	5	0	0	5	44	0	0	0	2	8	1	0	17	12	12	0	11	0	22	0	14	24	0	0	0	64	5	0	9	0	0	0	6	5	0	0	20	15	3	0	12	12	14	11	1	11	1	0	0	10	37	16	0	0	0	4	1	0	0	13	5	16	2	0	9	7
"65"	0	27	0	0	12	0	0	0	0	0	4	4	0	0	6	0	0	0	25	0	0	8	5	1	5	1	4	0	7	21	0	24	3	12	2	0	0	2	2	3	46	10	0	3	2	0	21	98	0	0	0	0	78	1	0	0	2	4	16	16	0	4	0	4	18	6	11	73	45	63	0	0	5	16	9	8	0	0	1	23	0	40	0	0	6	1	0	0	61	8	2	0	0	14	0	0	33	13	32	3	6	0	19	0	3	12	0	0	0	41	0	0	7	0	0	0	1	4	1	1	87	8	4	0	21	9	0	4	26	44	0	0	8	7	67	24	0	0	0	19	0	4	1	13	23	42	0	0	0	27
"66"	14	11	12	88	23	0	0	0	0	7	4	31	9	18	15	0	0	1	29	0	0	9	0	0	28	2	5	0	6	4	0	3	0	6	3	0	0	4	6	2	34	59	0	0	12	6	36	132	16	0	0	0	7	0	0	6	9	0	0	20	0	15	0	2	0	0	0	35	15	75	8	0	13	19	1	5	0	0	3	2	0	67	0	3	8	0	3	99	36	6	0	1	18	22	0	0	75	0	88	0	33	5	1	2	9	14	0	9	0	7	1	0	0	0	8	0	2	8	7	1	85	22	30	0	0	17	1	1	0	3	15	0	0	4	67	43	0	0	4	25	9	0	0	6	61	51	0	1	33	0
"67"	0	29	1	1	81	0	0	0	9	0	0	0	3	0	2	0	0	0	22	0	0	6	1	0	0	0	5	8	10	9	1	1	0	9	9	0	0	0	0	0	28	13	0	0	4	0	26	62	0	0	20	3	17	1	0	3	4	0	0	1	0	0	0	0	0	0	1	40	2	19	0	21	3	8	4	14	0	0	2	17	0	5	0	0	1	0	3	0	57	6	1	0	2	11	0	0	6	5	48	1	25	0	27	8	3	32	1	6	5	22	0	13	7	11	0	3	26	7	19	6	16	10	9	0	2	14	0	13	10	4	0	0	0	9	26	58	0	0	0	2	10	0	0	35	19	12	0	0	38	0
"68"	2	34	0	59	80	0	0	0	0	13	0	10	0	0	7	0	0	0	6	0	0	4	5	0	1	12	10	0	14	38	0	9	3	0	3	0	0	1	0	26	53	13	0	1	59	0	12	50	0	0	0	0	77	0	2	10	8	0	0	13	0	2	0	5	0	0	5	31	5	9	0	0	2	5	1	19	0	0	1	39	0	23	0	0	42	0	0	2	7	2	0	9	52	26	0	0	21	2	21	0	15	0	24	0	0	3	1	0	5	5	1	0	16	0	0	0	14	2	0	4	86	31	14	0	1	14	2	22	0	1	4	2	0	15	30	32	0	0	0	24	1	0	0	10	8	62	1	4	12	7
"69"	0	24	0	0	0	16	0	2	0	0	3	13	34	0	44	1	0	0	2	1	0	0	120	0	0	0	0	0	44	24	3	3	0	5	15	0	0	67	10	1	91	31	0	0	42	0	5	59	0	0	0	2	18	0	0	20	0	0	4	36	0	5	0	2	0	0	0	22	20	55	1	6	0	9	2	11	0	0	2	28	0	6	0	0	3	0	87	0	43	10	8	5	0	8	0	8	19	18	72	3	63	0	23	2	6	14	0	0	0	10	0	0	4	0	0	0	1	1	1	14	92	26	2	0	17	9	4	3	10	3	0	10	0	9	42	25	2	0	0	52	4	0	0	13	30	38	0	6	31	2
"70"	0	29	0	0	0	11	0	10	2	0	0	54	0	0	38	0	0	0	29	0	0	0	10	0	1	1	32	4	3	13	0	11	0	4	45	0	0	0	10	7	28	3	0	0	43	3	2	100	0	0	0	31	21	25	0	2	35	0	3	85	0	13	0	2	0	0	0	44	8	37	0	0	10	16	11	47	0	0	4	25	0	2	0	0	9	0	0	0	48	1	0	25	1	35	0	0	49	21	85	10	2	0	71	0	20	1	0	5	13	85	7	0	47	0	0	1	16	1	12	0	139	36	20	0	1	11	12	0	10	31	25	11	0	10	16	37	0	0	0	5	25	2	1	32	25	17	0	11	14	12
"71"	8	0	13	31	23	0	0	0	2	0	0	23	13	0	28	0	0	0	33	0	0	0	9	2	0	0	3	0	4	8	0	17	0	0	8	0	0	0	4	0	38	2	0	0	24	0	43	81	1	0	4	0	16	0	0	0	20	0	0	41	0	1	0	0	0	0	0	30	20	78	0	8	7	14	8	59	0	0	1	12	0	6	0	0	0	0	0	0	45	1	0	0	33	14	0	0	55	1	86	0	13	0	22	2	10	12	16	0	25	7	0	3	14	0	0	0	12	2	4	4	20	6	90	0	0	2	0	0	12	4	0	11	0	18	13	67	2	0	30	2	0	1	0	41	23	23	0	0	12	32
"72"	3	36	5	0	20	0	0	0	0	0	0	2	2	0	10	0	0	29	19	0	0	6	38	0	0	0	13	5	3	0	5	5	76	22	19	0	0	0	2	0	38	10	0	5	17	1	29	22	0	0	0	8	63	29	0	22	1	0	0	31	0	13	0	0	0	1	1	21	38	51	1	2	0	33	7	24	6	0	0	3	0	28	0	0	21	0	0	12	60	1	0	0	0	39	0	0	37	4	34	0	14	1	9	2	2	29	3	0	64	33	0	0	1	10	0	0	36	3	19	18	79	6	90	0	0	0	0	0	0	4	0	49	0	24	24	32	2	0	8	2	10	1	0	12	15	26	0	9	24	0
"73"	0	8	9	89	4	0	0	0	5	1	0	14	2	6	40	10	0	2	60	0	0	16	5	0	1	34	1	2	26	13	0	2	0	1	39	0	1	1	1	0	40	13	0	0	12	0	36	76	0	1	0	0	65	2	0	0	18	0	0	38	0	1	0	51	0	0	0	53	3	30	0	2	19	43	1	18	0	0	4	22	0	22	0	0	3	0	5	10	96	9	0	0	4	9	0	1	34	7	15	8	34	8	63	7	1	0	0	0	5	20	0	0	40	9	1	0	18	6	1	14	59	10	11	0	9	28	1	7	27	29	4	2	0	2	37	37	0	0	3	35	9	0	20	20	11	14	0	0	24	1
"74"	1	1	16	13	22	0	0	0	0	0	0	21	16	0	22	0	0	0	20	0	0	9	4	0	7	0	3	0	48	71	0	24	0	25	1	1	0	4	9	2	55	1	0	0	5	0	4	34	0	0	0	3	5	0	8	26	32	0	16	46	0	1	7	0	0	0	0	80	39	65	0	2	0	48	3	26	0	0	0	2	3	1	0	0	14	0	8	2	41	12	0	2	25	59	0	2	103	0	20	0	16	0	14	5	2	9	26	0	1	6	1	0	14	3	1	1	0	0	2	1	45	14	13	0	21	18	1	4	7	9	0	1	0	4	70	119	0	3	0	13	0	31	0	15	3	51	9	0	1	0
"75"	3	45	0	13	77	0	0	0	0	0	7	11	5	0	9	0	0	0	23	0	3	4	9	0	1	0	2	0	32	30	0	22	0	0	9	0	5	0	1	0	30	1	0	0	0	0	1	27	5	0	1	0	30	0	0	22	5	0	0	20	0	10	0	8	6	0	0	4	11	37	0	0	3	14	5	3	0	0	7	8	0	6	0	0	1	1	0	0	15	4	0	0	0	55	0	1	55	14	31	3	24	3	7	0	8	7	0	0	0	13	0	1	2	0	0	0	35	5	1	0	39	16	14	0	2	2	4	0	0	25	0	6	0	5	14	39	0	5	9	1	5	5	0	17	18	24	0	0	14	1
"76"	0	99	1	1	27	0	0	0	29	1	0	13	0	0	2	2	0	0	39	0	0	15	4	0	5	0	44	0	8	22	0	16	0	50	26	0	0	0	1	1	68	10	0	0	23	0	31	93	0	0	0	1	14	22	0	2	3	0	15	10	0	37	0	17	0	6	11	27	21	47	2	0	16	10	0	17	0	0	68	85	0	28	0	0	1	0	1	0	124	30	0	3	34	19	0	0	28	1	86	30	63	0	29	1	18	7	0	0	0	62	0	0	0	0	0	0	17	1	0	1	10	70	19	0	15	1	1	0	13	3	0	33	0	0	31	38	0	0	0	27	8	0	0	8	11	13	8	0	19	6
"77"	1	24	0	31	24	0	0	0	4	0	0	19	5	17	3	3	0	1	56	0	0	1	16	1	4	0	1	0	1	27	0	28	5	0	10	0	0	0	6	1	112	4	0	0	66	9	40	57	0	2	0	0	47	0	0	40	30	0	0	18	0	10	0	0	0	0	10	11	41	37	0	0	6	31	2	17	0	0	9	94	0	24	19	0	0	0	23	3	15	4	0	0	4	79	0	0	72	1	86	0	7	2	10	0	2	14	0	0	6	130	2	0	18	0	0	1	3	3	1	5	14	3	17	0	1	111	0	2	0	8	0	0	0	7	35	69	1	2	3	15	4	0	0	3	43	70	0	4	13	5
"78"	0	0	0	16	164	0	0	0	1	0	0	10	6	0	11	0	0	0	0	0	2	55	1	17	2	0	16	10	24	14	0	4	0	15	115	0	0	0	1	0	14	1	0	2	30	2	17	44	0	0	0	0	99	4	11	10	10	0	9	12	0	3	0	8	0	19	4	57	44	51	0	28	0	37	0	16	0	0	0	1	0	7	0	0	0	0	0	0	5	7	0	0	0	76	0	0	29	16	24	6	3	11	9	0	58	12	0	0	3	27	0	0	8	14	0	1	3	77	12	0	97	17	12	0	0	14	4	2	0	41	0	0	0	41	38	115	0	0	0	15	7	4	0	0	72	2	0	2	22	15
"79"	2	3	0	115	31	0	0	0	0	9	5	12	5	0	7	0	0	0	1	0	0	57	4	0	11	0	0	1	2	3	8	6	2	5	16	0	0	5	1	0	22	7	0	0	24	1	1	97	1	0	0	0	100	0	0	4	0	0	0	7	0	1	1	1	0	0	0	16	52	89	0	18	20	30	8	28	0	0	41	12	0	21	0	0	13	15	0	6	46	18	0	0	0	34	0	0	52	1	7	5	63	0	5	0	2	20	0	0	5	3	0	0	4	6	1	0	0	5	5	1	15	1	10	0	8	14	3	7	5	4	8	2	0	10	7	52	0	0	0	3	3	0	0	47	37	31	0	0	4	22
"80"	21	82	0	0	139	0	0	15	0	0	0	20	26	0	25	0	0	0	58	0	0	2	14	3	43	0	23	8	37	23	0	5	2	0	19	0	0	0	0	0	19	17	0	0	21	0	7	33	0	0	0	0	6	0	0	2	1	0	0	21	0	35	0	0	16	5	0	30	17	78	0	15	9	44	0	97	10	0	25	35	0	0	1	0	0	0	0	4	38	2	0	1	6	50	0	2	28	6	56	2	10	0	29	3	34	19	0	0	22	53	0	2	15	0	0	0	1	0	1	0	23	6	1	2	2	6	26	0	19	0	0	5	0	0	32	48	0	0	1	5	4	0	0	37	34	40	0	15	40	12
"81"	0	0	0	1	37	0	0	0	0	0	1	17	0	5	5	12	0	0	28	0	0	39	33	0	0	0	0	37	4	3	0	5	0	0	0	0	0	3	0	45	6	17	0	0	24	0	10	63	0	0	0	0	5	0	0	7	12	0	2	13	0	3	0	0	0	17	1	6	60	29	0	0	0	2	0	8	0	0	0	28	0	47	0	0	11	0	0	34	13	18	0	4	29	5	0	0	50	6	9	2	28	0	9	29	31	2	0	0	1	38	1	0	3	2	0	0	1	0	1	6	24	8	6	0	0	27	8	3	4	1	7	16	0	1	10	63	0	0	4	2	0	3	0	15	26	25	0	4	4	1
